user_id,user_link,user_name,user_nationality,level_tag,user_level,badge_tag,user_badge,game_tag,user_games,Cluster
76561198966849081,https://steamcommunity.com/profiles/76561198966849081/,Five555,China,50-100,68,50-100,56,100-500,153,0
76561198361376996,https://steamcommunity.com/profiles/76561198361376996/,半人马座,,0-20,10,0-20,8,100-500,114,0
76561199340778838,https://steamcommunity.com/profiles/76561199340778838/,神鹿不是JI鹿,"Dongguan, Guangdong, China",0-20,6,0-20,5,50-100,84,0
JULGuHong,https://steamcommunity.com/id/JULGuHong/,JUL,"Yinchuan, Ningxia, China",20-50,20,0-20,12,100-500,117,0
76561198383419612,https://steamcommunity.com/profiles/76561198383419612/,Delta Rise Claw,,,-1,None,-1,None,-1,0
76561199137619997,https://steamcommunity.com/profiles/76561199137619997/,QZG,,100-200,100,50-100,85,100-500,330,1
76561199026606866,https://steamcommunity.com/profiles/76561199026606866/,valkyrie,,0-20,16,0-20,17,100-500,129,0
76561199072722093,https://steamcommunity.com/profiles/76561199072722093/,Chaos,,0-20,6,0-20,5,50-100,50,0
76561199390363853,https://steamcommunity.com/profiles/76561199390363853/,黑色圣堂の绝凶猛兽,,0-20,4,None,-1,None,-1,0
76561198126943745,https://steamcommunity.com/profiles/76561198126943745/,VP的YEKINDAR本人,,0-20,8,0-20,4,20-50,43,0
76561199133191536,https://steamcommunity.com/profiles/76561199133191536/,Creaset1en,,0-20,7,0-20,9,20-50,42,0
76561199155240981,https://steamcommunity.com/profiles/76561199155240981/,wssber,"Dongguan, Guangdong, China",0-20,15,0-20,12,50-100,59,0
76561198823148721,https://steamcommunity.com/profiles/76561198823148721/,母鬼克星老登,China,0-20,11,0-20,7,20-50,41,0
76561198419064727,https://steamcommunity.com/profiles/76561198419064727/,团溪水鱼,"Huainan, Anhui, China",0-20,12,0-20,11,50-100,96,0
76561198928739741,https://steamcommunity.com/profiles/76561198928739741/,“不关蛙蛙事”,China,0-20,14,0-20,12,50-100,84,0
76561199195988914,https://steamcommunity.com/profiles/76561199195988914/,喜欢晴天,China,0-20,14,0-20,12,50-100,61,0
76561198125916248,https://steamcommunity.com/profiles/76561198125916248/,hoverhy,,0-20,7,None,-1,None,-1,0
76561198452821925,https://steamcommunity.com/profiles/76561198452821925/,MicarHKDar,,0-20,16,0-20,12,100-500,493,0
celestia-,https://steamcommunity.com/id/celestia-/,苦来兮苦，早就没了,,20-50,26,20-50,21,100-500,190,0
76561198090447835,https://steamcommunity.com/profiles/76561198090447835/,季夏,"Tianjin, Tianjin, China",20-50,39,None,-1,None,-1,0
76561199186070769,https://steamcommunity.com/profiles/76561199186070769/,NBA最强传说と唱跳の飞禽！徐坤菜一郎です,"Jiangsu, China",0-20,9,0-20,11,50-100,70,0
76561198267400579,https://steamcommunity.com/profiles/76561198267400579/,MU,China,20-50,43,20-50,20,100-500,204,0
76561198842405296,https://steamcommunity.com/profiles/76561198842405296/,Darth Vader,"Sichuan, China",0-20,9,0-20,9,20-50,48,0
76561198797261906,https://steamcommunity.com/profiles/76561198797261906/,哈达,,,-1,None,-1,None,-1,0
76561198320030723,https://steamcommunity.com/profiles/76561198320030723/,等风一起,"Yueyang, Hunan, China",0-20,9,0-20,5,100-500,100,0
76561198213479884,https://steamcommunity.com/profiles/76561198213479884/,超级大能猫,,20-50,32,0-20,19,100-500,324,0
76561198405545548,https://steamcommunity.com/profiles/76561198405545548/,我是好人,"Hangzhou, Zhejiang, China",0-20,16,0-20,14,50-100,94,0
XiaoAn_la,https://steamcommunity.com/id/XiaoAn_la/,小黯la,"Ningbo, Zhejiang, China",20-50,21,20-50,21,50-100,74,0
76561199199718534,https://steamcommunity.com/profiles/76561199199718534/,Mirror Night,China,0-20,14,0-20,17,100-500,136,0
ZZSKMIG25,https://steamcommunity.com/id/ZZSKMIG25/,=O.W.L.S=专注烧烤MIG25,"Liangxiang, Beijing, China",0-20,11,0-20,10,50-100,72,0
76561198127561277,https://steamcommunity.com/profiles/76561198127561277/,希罗笃定,,0-20,14,0-20,12,50-100,98,0
76561198862412584,https://steamcommunity.com/profiles/76561198862412584/,ZHEIEND,China,0-20,11,None,-1,None,-1,0
76561198424185368,https://steamcommunity.com/profiles/76561198424185368/,溯渺之音,,0-20,6,0-20,4,20-50,33,0
76561198418463060,https://steamcommunity.com/profiles/76561198418463060/,是我老王啊,,0-20,7,0-20,5,50-100,66,0
76561199749718841,https://steamcommunity.com/profiles/76561199749718841/,Mint_Candy,,0-20,6,0-20,3,0-20,8,0
76561199245446325,https://steamcommunity.com/profiles/76561199245446325/,经说理jsl,"Fujian, China",0-20,15,0-20,16,50-100,80,0
isuera,https://steamcommunity.com/id/isuera/,Isuera,"Shenzhen, Guangdong, China",100-200,134,100-500,210,500-1000,789,1
76561199015087058,https://steamcommunity.com/profiles/76561199015087058/,性感白袜，精浓屌大,,0-20,11,0-20,8,100-500,236,0
76561198415513291,https://steamcommunity.com/profiles/76561198415513291/,尤莉,,0-20,12,0-20,12,50-100,52,0
76561198360516903,https://steamcommunity.com/profiles/76561198360516903/,别忘记最初的理想,,0-20,17,0-20,10,20-50,33,0
76561199070564731,https://steamcommunity.com/profiles/76561199070564731/,做做题,,0-20,5,0-20,4,50-100,59,0
76561198925488043,https://steamcommunity.com/profiles/76561198925488043/,沈阳大街整活带师,,0-20,7,0-20,4,50-100,98,0
76561198083444154,https://steamcommunity.com/profiles/76561198083444154/,吴承恩,China,0-20,12,0-20,8,100-500,158,0
76561199088675271,https://steamcommunity.com/profiles/76561199088675271/,huhuyang,,0-20,9,0-20,6,20-50,39,0
76561198418420824,https://steamcommunity.com/profiles/76561198418420824/,MONOMER,"Beijing, China",20-50,23,20-50,26,100-500,104,0
76561199013795127,https://steamcommunity.com/profiles/76561199013795127/,QQ哥,,0-20,4,None,-1,None,-1,0
76561199240163556,https://steamcommunity.com/profiles/76561199240163556/,RemSGD,,0-20,5,0-20,6,20-50,29,0
76561198135068932,https://steamcommunity.com/profiles/76561198135068932/,YT,,20-50,20,0-20,10,100-500,106,0
76561198827895612,https://steamcommunity.com/profiles/76561198827895612/,le1ee,,0-20,6,0-20,4,20-50,34,0
76561199078322689,https://steamcommunity.com/profiles/76561199078322689/,@LowKey,China,20-50,46,20-50,29,20-50,28,0
76561199456616474,https://steamcommunity.com/profiles/76561199456616474/,Lemoncee,"Shaoyang, Hunan, China",20-50,21,0-20,17,50-100,56,0
76561198982082108,https://steamcommunity.com/profiles/76561198982082108/,翻斗花园壮壮,,0-20,6,None,-1,None,-1,0
76561198969911375,https://steamcommunity.com/profiles/76561198969911375/,爱吃大米的面条,,0-20,6,0-20,4,20-50,32,0
76561199238002121,https://steamcommunity.com/profiles/76561199238002121/,xxole,"Luzhou, Sichuan, China",0-20,4,None,-1,None,-1,0
76561199098751873,https://steamcommunity.com/profiles/76561199098751873/,超级奥利奥,,0-20,4,None,-1,None,-1,0
76561199060270794,https://steamcommunity.com/profiles/76561199060270794/,林雨木,,0-20,18,20-50,24,20-50,46,0
76561198809405205,https://steamcommunity.com/profiles/76561198809405205/,Sorrow,China,0-20,6,0-20,4,0-20,16,0
76561198977125102,https://steamcommunity.com/profiles/76561198977125102/,Shoggoth137,,20-50,25,0-20,9,100-500,253,0
76561198399737798,https://steamcommunity.com/profiles/76561198399737798/,芜湖杀人魔aaaaa,"Xian, Shaanxi, China",20-50,44,0-20,19,100-500,231,0
76561199382893413,https://steamcommunity.com/profiles/76561199382893413/,能反应我挂机去偷学吗,,0-20,13,0-20,12,20-50,21,0
kevinzhou0404,https://steamcommunity.com/id/kevinzhou0404/,Zhou,"Hangzhou, Zhejiang, China",100-200,102,100-500,110,500-1000,515,1
76561198981599317,https://steamcommunity.com/profiles/76561198981599317/,初音未来,"Yunnan, China",0-20,10,0-20,8,50-100,77,0
76561198945210734,https://steamcommunity.com/profiles/76561198945210734/,梦梦神,,0-20,10,0-20,8,50-100,96,0
326377491,https://steamcommunity.com/id/326377491/,永远与须臾之罪,,,-1,None,-1,None,-1,0
76561198315715069,https://steamcommunity.com/profiles/76561198315715069/,灰白色,China,0-20,8,None,-1,None,-1,0
76561198401721320,https://steamcommunity.com/profiles/76561198401721320/,Hirin123,Hong Kong,50-100,86,100-500,113,100-500,205,1
76561198141273600,https://steamcommunity.com/profiles/76561198141273600/,AAHPH,"Yongchang, Chongqing, China",0-20,9,0-20,6,20-50,48,0
76561199191515869,https://steamcommunity.com/profiles/76561199191515869/,ArtistHighEarphone,,0-20,4,0-20,4,20-50,23,0
76561198986750856,https://steamcommunity.com/profiles/76561198986750856/,yang,"Shenzhen, Guangdong, China",0-20,13,0-20,7,20-50,48,0
76561198803919880,https://steamcommunity.com/profiles/76561198803919880/,u r ?,"Shanghai, Shanghai, China",100-200,104,100-500,116,100-500,170,1
76561199217505480,https://steamcommunity.com/profiles/76561199217505480/,你的憨憨,,0-20,4,0-20,4,20-50,31,0
76561199026027244,https://steamcommunity.com/profiles/76561199026027244/,津门羊大爷铜锅涮羊肉,Japan,0-20,7,None,-1,None,-1,0
76561198197301550,https://steamcommunity.com/profiles/76561198197301550/,绮琴,,0-20,10,None,-1,None,-1,0
76561198362817581,https://steamcommunity.com/profiles/76561198362817581/,¡¡,,0-20,7,0-20,3,50-100,53,0
zhumingli,https://steamcommunity.com/id/zhumingli/,Zmainly,"Shanghai, Shanghai, China",50-100,69,20-50,42,100-500,242,0
76561198981498364,https://steamcommunity.com/profiles/76561198981498364/,长期素食导致的,,0-20,7,0-20,4,50-100,89,0
76561198892936461,https://steamcommunity.com/profiles/76561198892936461/,迷你世界大魔王Bolin,China,0-20,7,0-20,7,20-50,47,0
JFT5788,https://steamcommunity.com/id/JFT5788/,Justern5788,"Suzhou, Jiangsu, China",100-200,134,500-1000,618,1000-2000,1977,1
76561198404027079,https://steamcommunity.com/profiles/76561198404027079/,Hua-Q,China,0-20,11,0-20,10,20-50,37,0
76561199513667989,https://steamcommunity.com/profiles/76561199513667989/,康康唔鱼,,0-20,4,0-20,4,50-100,52,0
76561199081572291,https://steamcommunity.com/profiles/76561199081572291/,shuoyue,China,0-20,6,0-20,5,50-100,58,0
76561198220392703,https://steamcommunity.com/profiles/76561198220392703/,tonnerremonkey,China,50-100,61,50-100,73,100-500,373,2
76561199042679715,https://steamcommunity.com/profiles/76561199042679715/,叶子,China,20-50,20,20-50,25,100-500,231,0
76561198814789583,https://steamcommunity.com/profiles/76561198814789583/,原始苦力怕,"Wuxi, Jiangsu, China",0-20,6,0-20,5,0-20,19,0
76561199083503772,https://steamcommunity.com/profiles/76561199083503772/,Nameless,China,0-20,6,0-20,4,50-100,57,0
76561198811708424,https://steamcommunity.com/profiles/76561198811708424/,野鹤,,0-20,10,0-20,9,100-500,104,0
TulpaYu,https://steamcommunity.com/id/TulpaYu/,TulpaYu,,0-20,19,0-20,17,100-500,192,0
76561199027374599,https://steamcommunity.com/profiles/76561199027374599/,3#12,,0-20,6,0-20,4,50-100,59,0
76561199076508117,https://steamcommunity.com/profiles/76561199076508117/,RyougiShiki,China,20-50,40,20-50,28,100-500,171,0
76561199116696641,https://steamcommunity.com/profiles/76561199116696641/,菠萝吹雪,,,-1,None,-1,None,-1,0
76561198267322531,https://steamcommunity.com/profiles/76561198267322531/,WHong_Ge,,0-20,18,20-50,24,100-500,115,0
76561198081760182,https://steamcommunity.com/profiles/76561198081760182/,aabbccwh1te,,20-50,47,0-20,13,100-500,161,0
76561198400904407,https://steamcommunity.com/profiles/76561198400904407/,Cekaire,,0-20,10,0-20,5,20-50,35,0
76561198889199440,https://steamcommunity.com/profiles/76561198889199440/,yutian,,0-20,5,0-20,3,20-50,30,0
76561198289343513,https://steamcommunity.com/profiles/76561198289343513/,菜叶,"Chaozhou, Guangdong, China",0-20,9,0-20,6,20-50,26,0
76561198324735572,https://steamcommunity.com/profiles/76561198324735572/,ASARUALIM,,0-20,11,0-20,9,100-500,108,0
76561198847683243,https://steamcommunity.com/profiles/76561198847683243/,红颜纳,,20-50,21,20-50,26,100-500,163,0
76561199045069140,https://steamcommunity.com/profiles/76561199045069140/,端木奕,,0-20,7,0-20,7,50-100,98,0
76561199494644066,https://steamcommunity.com/profiles/76561199494644066/,Gokou,,20-50,33,20-50,41,100-500,123,0
lzzizaya,https://steamcommunity.com/id/lzzizaya/,观其徼,China,50-100,86,None,-1,None,-1,0
76561198132270336,https://steamcommunity.com/profiles/76561198132270336/,赛博老登,,50-100,61,20-50,45,100-500,176,0
76561199130758411,https://steamcommunity.com/profiles/76561199130758411/,我爱看工口漫画,,0-20,5,0-20,5,50-100,66,0
76561199465788931,https://steamcommunity.com/profiles/76561199465788931/,九下假活,China,20-50,23,0-20,17,50-100,94,0
1220312164,https://steamcommunity.com/id/1220312164/,Bigmiaomiao,"Shanghai, Shanghai, China",50-100,78,20-50,32,500-1000,604,1
houzhixing,https://steamcommunity.com/id/houzhixing/,老侯同志,"Kaifeng, Henan, China",50-100,51,50-100,60,100-500,212,0
mmp33,https://steamcommunity.com/id/mmp33/,Xint.,"Texas, United States",20-50,36,0-20,12,50-100,91,0
76561199067904350,https://steamcommunity.com/profiles/76561199067904350/,Cheese milk,"Jinzhou, Liaoning, China",20-50,31,0-20,12,50-100,77,0
76561199027926058,https://steamcommunity.com/profiles/76561199027926058/,马文的哥哥马武,"Shanghai, Shanghai, China",0-20,19,None,-1,None,-1,0
minihui,https://steamcommunity.com/id/minihui/,mini晖,"Virginia, United States",20-50,40,20-50,20,100-500,160,0
76561199383389295,https://steamcommunity.com/profiles/76561199383389295/,幻想L,,0-20,3,0-20,4,0-20,16,0
76561198139441424,https://steamcommunity.com/profiles/76561198139441424/,Aqua,China,100-200,102,50-100,80,100-500,349,1
76561199191173036,https://steamcommunity.com/profiles/76561199191173036/,孤独de游人,,0-20,2,None,-1,None,-1,0
JNJWR,https://steamcommunity.com/id/JNJWR/,Black Feather,,50-100,92,100-500,116,500-1000,705,1
76561199084283424,https://steamcommunity.com/profiles/76561199084283424/,沃德・基巴亨达,"Chofu, Tokyo, Japan",0-20,11,0-20,8,50-100,63,0
76561199560049738,https://steamcommunity.com/profiles/76561199560049738/,纯鹿人,,0-20,5,None,-1,None,-1,0
76561198306881232,https://steamcommunity.com/profiles/76561198306881232/,救命毫毛,China,20-50,33,20-50,26,100-500,254,0
76561198849216320,https://steamcommunity.com/profiles/76561198849216320/,乔瑟夫-乔斯达,,0-20,9,None,-1,None,-1,0
76561198342694860,https://steamcommunity.com/profiles/76561198342694860/,辗转反侧z,"Xinyang, Henan, China",0-20,13,0-20,11,100-500,126,0
76561198178737287,https://steamcommunity.com/profiles/76561198178737287/,浮云悠游,,0-20,12,None,-1,None,-1,0
76561199196343090,https://steamcommunity.com/profiles/76561199196343090/,我是宋太祖，因为唐完,China,0-20,6,0-20,6,20-50,47,0
Aihikari520,https://steamcommunity.com/id/Aihikari520/,AiHikari,"Kyoto, Japan",0-20,11,0-20,12,20-50,42,0
76561199512418495,https://steamcommunity.com/profiles/76561199512418495/,黑波,China,0-20,3,0-20,4,0-20,14,0
76561198339220607,https://steamcommunity.com/profiles/76561198339220607/,SnowDomain,"Guangzhou, Guangdong, China",50-100,82,None,-1,None,-1,0
76561199550208681,https://steamcommunity.com/profiles/76561199550208681/,被狗管理气晕,,0-20,3,None,-1,None,-1,0
76561199444689601,https://steamcommunity.com/profiles/76561199444689601/,SONG,,0-20,5,0-20,5,50-100,82,0
76561199527781952,https://steamcommunity.com/profiles/76561199527781952/,金星龙的生鱼片,,0-20,4,None,-1,None,-1,0
Hokuzyo,https://steamcommunity.com/id/Hokuzyo/,河枭河枭,,50-100,98,50-100,69,500-1000,529,1
76561198971200005,https://steamcommunity.com/profiles/76561198971200005/,王大葱,,20-50,26,0-20,12,100-500,114,0
76561199176118866,https://steamcommunity.com/profiles/76561199176118866/,阮如意,,0-20,5,0-20,5,0-20,13,0
609385135,https://steamcommunity.com/id/609385135/,w爱吃炸豆腐的狐狸w,China,20-50,23,None,-1,None,-1,0
76561199032547125,https://steamcommunity.com/profiles/76561199032547125/,北禾,China,0-20,6,0-20,5,20-50,33,0
76561198296031313,https://steamcommunity.com/profiles/76561198296031313/,NatsuM(o_o)Wari,,20-50,23,20-50,25,100-500,141,0
76561198450910230,https://steamcommunity.com/profiles/76561198450910230/,布鲁艾斯.歪特.多拉贡,China,0-20,6,0-20,4,20-50,43,0
76561198284091745,https://steamcommunity.com/profiles/76561198284091745/,Grim Ranger,"Berlin, Berlin, Germany",20-50,26,0-20,17,100-500,109,0
76561199006462396,https://steamcommunity.com/profiles/76561199006462396/,泷,,0-20,5,0-20,5,20-50,23,0
76561198404801718,https://steamcommunity.com/profiles/76561198404801718/,飞翔的翔,China,20-50,33,20-50,47,500-1000,789,0
76561199549616360,https://steamcommunity.com/profiles/76561199549616360/,泊空空,,20-50,21,0-20,5,20-50,49,0
1134341308,https://steamcommunity.com/id/1134341308/,用头去接枪,"Chongqing, Chongqing, China",0-20,13,0-20,10,20-50,46,0
76561198982642492,https://steamcommunity.com/profiles/76561198982642492/,Yuzz1,,20-50,39,20-50,21,20-50,29,0
76561198404661084,https://steamcommunity.com/profiles/76561198404661084/,二刺螈能不能滚啊,"Guiyang, Guizhou, China",0-20,8,0-20,6,20-50,47,0
328497276,https://steamcommunity.com/id/328497276/,土豆嘉Y,China,20-50,36,20-50,34,100-500,329,0
76561199048474320,https://steamcommunity.com/profiles/76561199048474320/,吾王Ww北,,0-20,4,0-20,3,0-20,14,0
dreamexpress,https://steamcommunity.com/id/dreamexpress/,风祝星愿,"Kokkarion, Samos, Greece",50-100,59,20-50,48,100-500,176,0
76561198136732724,https://steamcommunity.com/profiles/76561198136732724/,超级无敌战斗暴龙兽,"Sichuan, China",0-20,19,None,-1,None,-1,0
warframezjm,https://steamcommunity.com/id/warframezjm/,ZJM,"Tyne and Wear, United Kingdom (Great Britain)",50-100,72,20-50,41,100-500,381,0
76561198977331610,https://steamcommunity.com/profiles/76561198977331610/,Outline,,20-50,22,20-50,23,50-100,82,0
76561198320352100,https://steamcommunity.com/profiles/76561198320352100/,劳伦斯中士,,0-20,10,0-20,9,50-100,95,0
76561198368489360,https://steamcommunity.com/profiles/76561198368489360/,Eonlove,,20-50,47,20-50,47,100-500,265,0
76561199183507712,https://steamcommunity.com/profiles/76561199183507712/,Butterfly,China,20-50,23,20-50,29,100-500,122,0
76561199084743822,https://steamcommunity.com/profiles/76561199084743822/,敏是我的伤,"Hebei, China",0-20,7,0-20,6,50-100,66,0
76561199053350984,https://steamcommunity.com/profiles/76561199053350984/,大秦余孽,,0-20,5,None,-1,None,-1,0
76561198929339309,https://steamcommunity.com/profiles/76561198929339309/,柴郡猫猫头,"Guangzhou, Guangdong, China",20-50,29,20-50,30,100-500,132,0
76561198098377924,https://steamcommunity.com/profiles/76561198098377924/,YogA,China,100-200,104,20-50,39,100-500,196,1
76561199043887190,https://steamcommunity.com/profiles/76561199043887190/,带恶人,Hong Kong,20-50,35,0-20,14,100-500,108,0
76561198835776431,https://steamcommunity.com/profiles/76561198835776431/,KERATIIT,,0-20,6,0-20,4,20-50,46,2
76561199188307960,https://steamcommunity.com/profiles/76561199188307960/,The  Shy,,0-20,4,0-20,4,0-20,10,0
Meawerful,https://steamcommunity.com/id/Meawerful/,Meawerful,China,20-50,20,0-20,19,100-500,130,0
76561198308579361,https://steamcommunity.com/profiles/76561198308579361/,2609298139,,0-20,9,0-20,6,20-50,36,0
76561198805017587,https://steamcommunity.com/profiles/76561198805017587/,YourGoodFriend,China,0-20,19,20-50,23,100-500,158,0
76561197997845452,https://steamcommunity.com/profiles/76561197997845452/,wazh365,,0-20,19,0-20,8,50-100,93,0
76561198148060424,https://steamcommunity.com/profiles/76561198148060424/,heyixiao345,"Ohio, United States",20-50,21,0-20,10,100-500,269,0
76561198276485571,https://steamcommunity.com/profiles/76561198276485571/,极限战士,China,0-20,11,0-20,9,50-100,78,0
76561199086879259,https://steamcommunity.com/profiles/76561199086879259/,吐酸泰坦,,20-50,32,0-20,13,50-100,77,0
1780223997,https://steamcommunity.com/id/1780223997/,KILLMENOW,"Suzhou, Jiangsu, China",50-100,53,0-20,16,100-500,279,0
76561198183827118,https://steamcommunity.com/profiles/76561198183827118/,Muzixiaoyu,,20-50,22,0-20,10,100-500,215,0
76561198872217255,https://steamcommunity.com/profiles/76561198872217255/,对花何事诉金钟,,0-20,10,0-20,9,20-50,41,0
76561198333530358,https://steamcommunity.com/profiles/76561198333530358/,老衲要吃肉,Australia,0-20,10,0-20,10,20-50,34,0
76561198798399556,https://steamcommunity.com/profiles/76561198798399556/,昴,,20-50,23,20-50,22,50-100,74,0
76561198431487949,https://steamcommunity.com/profiles/76561198431487949/,y把酒祝东风,,20-50,26,0-20,7,100-500,138,0
76561198892261466,https://steamcommunity.com/profiles/76561198892261466/,kaimingd,,0-20,7,0-20,6,20-50,48,0
76561199089360554,https://steamcommunity.com/profiles/76561199089360554/,13943906503,,0-20,5,0-20,5,0-20,18,0
76561199364560198,https://steamcommunity.com/profiles/76561199364560198/,Seter,,0-20,3,0-20,3,20-50,30,0
76561198423271813,https://steamcommunity.com/profiles/76561198423271813/,连接共产主义共享网络,"Huizhou, Guangdong, China",0-20,11,0-20,11,100-500,164,0
76561199388487104,https://steamcommunity.com/profiles/76561199388487104/,枪马会寄，不马也会寄,,,-1,None,-1,None,-1,0
76561199146584344,https://steamcommunity.com/profiles/76561199146584344/,名字真的烦,,0-20,4,0-20,3,0-20,16,0
76561199239592854,https://steamcommunity.com/profiles/76561199239592854/,G-VA117,Hong Kong,0-20,13,0-20,10,50-100,95,0
DirkTheRaptor,https://steamcommunity.com/id/DirkTheRaptor/,Ortiz,China,100-200,100,100-500,117,100-500,183,1
76561198983449230,https://steamcommunity.com/profiles/76561198983449230/,白凪捱,,0-20,7,0-20,4,100-500,101,0
76561198839018422,https://steamcommunity.com/profiles/76561198839018422/,洛,"Sichuan, China",0-20,15,0-20,15,50-100,90,0
76561199185658404,https://steamcommunity.com/profiles/76561199185658404/,夏树Natsuki,,20-50,31,20-50,22,50-100,50,0
lee1642961251,https://steamcommunity.com/id/lee1642961251/,"DREAM,SNAKE&FIRE",,0-20,15,0-20,12,100-500,161,0
76561198340436911,https://steamcommunity.com/profiles/76561198340436911/,CNM_KDD,,0-20,10,0-20,8,50-100,64,0
76561199526708198,https://steamcommunity.com/profiles/76561199526708198/,viper,"Jiujiang, Jiangxi, China",0-20,13,0-20,9,50-100,59,0
76561198215086769,https://steamcommunity.com/profiles/76561198215086769/,世纪末彼岸花丛中的死之结界,,0-20,13,0-20,11,50-100,94,0
3020181527,https://steamcommunity.com/id/3020181527/,wjr3020,"Ganzhou, Jiangxi, China",0-20,7,0-20,5,20-50,41,0
76561198131340705,https://steamcommunity.com/profiles/76561198131340705/,Scinfaxi,"Hangzhou, Zhejiang, China",100-200,113,20-50,32,100-500,231,1
76561199515476617,https://steamcommunity.com/profiles/76561199515476617/,我不爱你337,"Nanning, Guangxi, China",0-20,2,0-20,2,20-50,37,0
76561198362998972,https://steamcommunity.com/profiles/76561198362998972/,余温remain,"Shandong, China",20-50,34,20-50,33,100-500,128,0
76561198308715564,https://steamcommunity.com/profiles/76561198308715564/,老来多健忘,"Nanjing, Jiangsu, China",0-20,7,0-20,3,20-50,35,0
76561199024498585,https://steamcommunity.com/profiles/76561199024498585/,Aspirin,China,0-20,13,0-20,6,20-50,27,0
1314710777,https://steamcommunity.com/id/1314710777/,Zeta,,20-50,33,20-50,25,100-500,129,0
76561199040462024,https://steamcommunity.com/profiles/76561199040462024/,ccdass,,20-50,24,None,-1,None,-1,0
76561199059370777,https://steamcommunity.com/profiles/76561199059370777/,泪影无痕,,,-1,None,-1,None,-1,0
76561198225161320,https://steamcommunity.com/profiles/76561198225161320/,我无敌了吗,"Wuhan, Hubei, China",20-50,22,20-50,25,50-100,99,0
76561198143957443,https://steamcommunity.com/profiles/76561198143957443/,557aq,,0-20,18,0-20,11,50-100,87,0
76561198862798870,https://steamcommunity.com/profiles/76561198862798870/,如蜜,,0-20,5,None,-1,None,-1,0
76561199479697732,https://steamcommunity.com/profiles/76561199479697732/,折旧,"Changzhou, Jiangsu, China",0-20,4,None,-1,None,-1,0
76561199072932260,https://steamcommunity.com/profiles/76561199072932260/,白云千兮,,0-20,5,0-20,4,20-50,46,0
76561199144810493,https://steamcommunity.com/profiles/76561199144810493/,堇,,20-50,25,0-20,11,100-500,102,0
76561198164925521,https://steamcommunity.com/profiles/76561198164925521/,FeX_Hemingway,"Chicago, Illinois, United States",50-100,50,50-100,62,100-500,398,0
504086,https://steamcommunity.com/id/504086/,myt504086,,0-20,5,0-20,6,20-50,25,0
76561198322436853,https://steamcommunity.com/profiles/76561198322436853/,Sn_Chen,"Changsha, Hunan, China",0-20,7,0-20,4,20-50,30,0
76561198408360688,https://steamcommunity.com/profiles/76561198408360688/,Raindrop,"Guangdong, China",0-20,17,20-50,22,100-500,135,0
76561199037791155,https://steamcommunity.com/profiles/76561199037791155/,我是变态,,0-20,8,0-20,6,50-100,87,0
76561198365444611,https://steamcommunity.com/profiles/76561198365444611/,JYM0918,"Los Angeles, California, United States",20-50,30,20-50,21,20-50,48,0
76561199238884031,https://steamcommunity.com/profiles/76561199238884031/,满穗的星✰怒,,0-20,10,0-20,10,50-100,62,0
76561198811931595,https://steamcommunity.com/profiles/76561198811931595/,moon1sy,,0-20,10,0-20,6,50-100,58,0
76561199191735161,https://steamcommunity.com/profiles/76561199191735161/,juri_2z,,0-20,3,0-20,4,0-20,18,0
76561199166883365,https://steamcommunity.com/profiles/76561199166883365/,-1e1y,,0-20,6,0-20,5,50-100,70,0
76561198215530049,https://steamcommunity.com/profiles/76561198215530049/,珩小钒,China,20-50,21,0-20,15,100-500,251,0
76561199440131505,https://steamcommunity.com/profiles/76561199440131505/,Amdeus,,0-20,1,None,-1,None,-1,0
fr965004237,https://steamcommunity.com/id/fr965004237/,Silence,,0-20,10,0-20,7,20-50,31,0
76561198377091289,https://steamcommunity.com/profiles/76561198377091289/,粛聖ういビーーーーム,"Guangzhou, Guangdong, China",0-20,10,0-20,5,20-50,30,0
76561198974094353,https://steamcommunity.com/profiles/76561198974094353/,aUtYi,,0-20,6,0-20,5,20-50,37,0
dangxiadeepbig,https://steamcommunity.com/id/dangxiadeepbig/,当下18cm,"Hefei, Anhui, China",0-20,6,0-20,5,20-50,35,0
76561198847579965,https://steamcommunity.com/profiles/76561198847579965/,CurryQQ,,,-1,None,-1,None,-1,0
Oscar_Mercer,https://steamcommunity.com/id/Oscar_Mercer/,Wakamo,"Peking, Beijing, China",0-20,12,0-20,12,100-500,137,0
76561199505746205,https://steamcommunity.com/profiles/76561199505746205/,我阐述你的梦,"Aktash, Gorno-Altay, Russian Federation",0-20,2,None,-1,None,-1,0
76561198116055812,https://steamcommunity.com/profiles/76561198116055812/,Silent man,"Sichuan, China",20-50,22,20-50,28,100-500,237,0
enflowerz,https://steamcommunity.com/id/enflowerz/,傅一照,,50-100,77,100-500,160,100-500,486,1
76561198969430140,https://steamcommunity.com/profiles/76561198969430140/,Visa600,"Shanghai, Shanghai, China",20-50,25,20-50,25,100-500,311,0
76561198334440090,https://steamcommunity.com/profiles/76561198334440090/,想我啦？,"Sydney, New South Wales, Australia",20-50,28,0-20,13,100-500,162,0
76561199356805426,https://steamcommunity.com/profiles/76561199356805426/,china,China,0-20,19,0-20,8,100-500,204,0
76561198448667117,https://steamcommunity.com/profiles/76561198448667117/,Skadi,"Suzhou, Jiangsu, China",20-50,46,0-20,17,100-500,103,0
76561198131452686,https://steamcommunity.com/profiles/76561198131452686/,夏已至,"Shiyan, Hubei, China",0-20,10,0-20,8,20-50,33,0
