用户链接,用户名,用户游戏国籍,用户等级,用户持有徽章数,用户持有游戏数,用户持有成就数
https://steamcommunity.com/profiles/76561199079513117/,春雨淋过江南,,7,5,141,
https://steamcommunity.com/profiles/76561198003476553/,Assassin,"Changsha, Hunan, China",49,30,49,42%
https://steamcommunity.com/id/tfs666/,Hoshino Ai,"Liaoning, China",20,12,202,
https://steamcommunity.com/profiles/76561198843124915/,几许情愁乀,,6,,,
https://steamcommunity.com/profiles/76561199069859943/,夜がきらきら光る,,105,120,134,32
https://steamcommunity.com/id/zbwinjoo/,winjoo,China,37,59,297,
https://steamcommunity.com/profiles/76561199182433321/,鹏汁,"Tianjin, Tianjin, China",18,25,155,
https://steamcommunity.com/id/grrmoe/,grzhan,"Shanghai, Shanghai, China",53,,,2
https://steamcommunity.com/profiles/76561198854341283/,玄微.,,17,12,99,
https://steamcommunity.com/profiles/76561199517206709/,爱吃花椒的狐仙,,11,12,25,
https://steamcommunity.com/profiles/76561199197755118/,Alone,,14,13,23,
https://steamcommunity.com/profiles/76561198827960067/,↑↓←→ABAB,United States,7,,,
https://steamcommunity.com/profiles/76561198358810955/,ZVRD,,11,13,57,1
https://steamcommunity.com/id/190828935/,道风,,8,7,52,
https://steamcommunity.com/profiles/76561198360755906/,小夏不想开学,"Pingdingshan, Henan, China",12,12,58,
https://steamcommunity.com/id/vinceshu/,vinceshu,"Hangzhou, Zhejiang, China",49,43,174,6
https://steamcommunity.com/profiles/76561198094061540/,梁叔叔,China,39,39,194,
https://steamcommunity.com/id/annie263/,初桃,China,41,101,353,2
https://steamcommunity.com/profiles/76561199319910985/,淄川,,4,4,44,
https://steamcommunity.com/profiles/76561198127343211/,Meteor,,11,8,58,
https://steamcommunity.com/id/051556/,IO,"Yudong, Chongqing, China",27,46,149,
https://steamcommunity.com/profiles/76561198808422705/,Sukiiu,"Zhejiang, China",23,28,56,
https://steamcommunity.com/profiles/76561199044230580/,13902784293,,4,2,28,
https://steamcommunity.com/profiles/76561198304287204/,mdzz,,23,8,118,
https://steamcommunity.com/id/Fusiki/,Fusiki.,,113,163,145,4
https://steamcommunity.com/profiles/76561199097739148/,lucky飞鸿踏雪,"Xian, Shaanxi, China",20,23,85,
https://steamcommunity.com/profiles/76561199558987095/,坐下瓜瓜,,3,2,33,
https://steamcommunity.com/profiles/76561199365730356/,Aarbo,,,,,
https://steamcommunity.com/id/872455530/,diaomao,"Wenling, Zhejiang, China",6,4,65,
https://steamcommunity.com/profiles/76561198153779779/,zai_nan,,9,6,32,
https://steamcommunity.com/id/olddriverjohn/,你怎么知道我买到黑神话悟空实体典藏版了?,"Mississippi, United States",104,67,230,"7,807"
https://steamcommunity.com/profiles/76561198889641757/,TeammatesKille,"Henan, China",7,6,66,
https://steamcommunity.com/profiles/76561199079505097/,Pen9,,65,26,152,
https://steamcommunity.com/profiles/76561198813804400/,咲恋,,41,43,105,
https://steamcommunity.com/profiles/76561198384868637/,啦啦啦,China,11,11,91,
https://steamcommunity.com/profiles/76561199237229290/,豆浆,,4,4,15,
https://steamcommunity.com/profiles/76561198214897271/,Blacks,,11,8,25,
https://steamcommunity.com/profiles/76561198087212235/,Frappuccino,"Plano, Texas, United States",68,164,"1,418","3,211"
https://steamcommunity.com/profiles/76561198994834694/,九霄,United States,8,5,22,
https://steamcommunity.com/profiles/76561199100107275/,TuTu,China,16,22,80,
https://steamcommunity.com/profiles/76561198431441905/,千卅,,6,4,45,
https://steamcommunity.com/id/koikoishi/,Koishi,"Guangzhou, Guangdong, China",24,25,174,5
https://steamcommunity.com/profiles/76561198807408141/,让让我吧我玩白骨的,"Amsterdam, Noord-Holland, Netherlands",21,14,182,
https://steamcommunity.com/profiles/76561198295519686/,Years7,China,11,11,77,
https://steamcommunity.com/profiles/76561198290745439/,sunddle,,,,,
https://steamcommunity.com/profiles/76561198979738072/,周海斌,China,8,7,77,
https://steamcommunity.com/profiles/76561198979194037/,白衣变态,,26,9,61,
https://steamcommunity.com/profiles/76561199038207667/,Lancer,,10,8,48,
https://steamcommunity.com/profiles/76561199040729023/,翻斗花园林禄和,,12,12,88,
https://steamcommunity.com/profiles/76561198851484965/,angelkawaii2,,23,23,105,
https://steamcommunity.com/id/DOORZERO666/,DOOR老师,,10,9,54,
https://steamcommunity.com/profiles/76561199076243945/,joL,"Shanghai, Shanghai, China",29,9,75,
https://steamcommunity.com/id/LanHuan_Y/,懒幻official,China,88,63,139,37
https://steamcommunity.com/profiles/76561199542892080/,零薇不拒,China,11,13,18,
https://steamcommunity.com/profiles/76561198397758040/,Noroshi,,26,25,189,
https://steamcommunity.com/profiles/76561198427933124/,阳明天枢贪狼,,,,,
https://steamcommunity.com/profiles/76561198420439493/,你在看马,"Zhejiang, China",8,5,66,
https://steamcommunity.com/profiles/76561198093226558/,猫爸爸,,9,4,65,
https://steamcommunity.com/profiles/76561199542105821/,荷穗羽庭,,20,13,79,4
https://steamcommunity.com/id/Usake0116/,Kyoufuu,,49,28,327,25
https://steamcommunity.com/profiles/76561199181500859/,壹肆肆,,,,,
https://steamcommunity.com/id/princejohn_pj/,Fujimiya Kaori,"Shanghai, China",44,65,474,38
https://steamcommunity.com/profiles/76561198844138887/,果断暗,China,7,3,85,
https://steamcommunity.com/profiles/76561198100278301/,海淀野人,"Shanghai, Shanghai, China",9,3,103,
https://steamcommunity.com/profiles/76561199012123686/,丹特丽安,China,35,40,150,33
https://steamcommunity.com/id/A1bire0/,辇道增七,"Chongqing, Chongqing, China",46,18,68,26%
https://steamcommunity.com/profiles/76561198877825658/,李斯特,,4,2,28,
https://steamcommunity.com/profiles/76561199525610352/,流月,,1,,,
https://steamcommunity.com/profiles/76561198844325154/,HANXIA,"Jiangsu, China",32,43,65,"1,326"
https://steamcommunity.com/profiles/76561199187135196/,明末美食家满穗,China,11,7,48,
https://steamcommunity.com/profiles/76561199033141051/,小白,,5,4,28,
https://steamcommunity.com/profiles/76561198310541376/,行走在天空的鸟,,6,,,
https://steamcommunity.com/profiles/76561199331893205/,Aizzz,,12,11,39,
https://steamcommunity.com/profiles/76561199257386354/,沐兮,,6,6,124,
https://steamcommunity.com/profiles/76561198993922923/,Kin,,12,5,49,
https://steamcommunity.com/profiles/76561199366122775/,念羲,,5,5,46,
https://steamcommunity.com/profiles/76561198323875563/,pres,"Chengdu, Sichuan, China",13,13,67,
https://steamcommunity.com/profiles/76561199008721830/,诶 弄一碗薯条给你,"Fuzhou, Fujian, China",24,17,60,
https://steamcommunity.com/profiles/76561199069411223/,CanvasStudent,,24,35,256,10
https://steamcommunity.com/profiles/76561199078074979/,David,"Suizhou, Hubei, China",5,4,30,
https://steamcommunity.com/profiles/76561199028972799/,尘仑,"Zhejiang, China",5,4,24,
https://steamcommunity.com/profiles/76561199465870868/,Lumos,,4,3,121,
https://steamcommunity.com/id/wuchangyy/,dusichen2006,,22,,,41
https://steamcommunity.com/id/2268883474/,Duccico,"Lasa, Xizang, China",35,23,153,
https://steamcommunity.com/profiles/76561199008000368/,漩涡螃蟹君,"Wuxi, Jiangsu, China",7,5,108,
https://steamcommunity.com/profiles/76561198448774817/,荒野老镖客,"Houston, Texas, United States",14,,,
https://steamcommunity.com/profiles/76561198197498769/,此方,,31,18,163,9
https://steamcommunity.com/profiles/76561198324255180/,WaferToca,"Fujian, China",34,32,220,
https://steamcommunity.com/profiles/76561199516669626/,wcfuljdolu,,4,4,39,
https://steamcommunity.com/profiles/76561198096743052/,disorder,,14,9,394,
https://steamcommunity.com/profiles/76561199099093469/,瞌睡.,,5,5,27,
https://steamcommunity.com/profiles/76561199518783079/,HQX,,2,3,9,
https://steamcommunity.com/profiles/76561199179306523/,JinElegantKun,,6,6,61,
https://steamcommunity.com/profiles/76561199352814889/,22eqwqw,,4,4,48,
https://steamcommunity.com/profiles/76561198242567020/,An,"Zhangdian, Shandong, China",9,5,40,
https://steamcommunity.com/profiles/76561198307173168/,无敌火影大王,,18,14,33,
https://steamcommunity.com/id/Kurumi0w0/,NinjaAqua,"Korea, Democratic People's Republic of",56,41,507,11
https://steamcommunity.com/id/yagamiamie/,Arstro,China,64,43,579,15
https://steamcommunity.com/profiles/76561199115621005/,有栖川炼,"Nanyang, Henan, China",5,5,18,
https://steamcommunity.com/profiles/76561199195585847/,赛博突击能否梦见西奈鬼火,"Hefei, Anhui, China",12,12,52,
https://steamcommunity.com/profiles/76561198826197090/,吴承恩,"Guangdong, China",10,6,68,
https://steamcommunity.com/profiles/76561198108896043/,Capt Cat,,,,,
https://steamcommunity.com/profiles/76561198366458841/,JasperH,"Seattle, Washington, United States",8,6,106,
https://steamcommunity.com/profiles/76561198815619270/,YbGa Persia Emo,China,51,28,303,28
https://steamcommunity.com/profiles/76561198450475866/,裘寒,,4,,,
https://steamcommunity.com/profiles/76561199375436312/,我是世界之王,,18,,,
https://steamcommunity.com/profiles/76561199025557615/,bread,China,10,9,75,
https://steamcommunity.com/profiles/76561198978056612/,Gabriel.Xu,China,12,7,215,
https://steamcommunity.com/profiles/76561198409844708/,肉蛋冲击,Iraq,7,4,80,
https://steamcommunity.com/id/xiaohen/,Aries小痕,"Los Angeles, California, United States",133,354,802,19
https://steamcommunity.com/profiles/76561199069719175/,闲鱼游水,Hong Kong,4,3,14,
https://steamcommunity.com/id/zk-wz/,久岛 鸥,Hong Kong,9,6,79,
https://steamcommunity.com/profiles/76561198863298436/,工具人本人,,7,,,
https://steamcommunity.com/profiles/76561199028321357/,EMANno,,11,12,36,
https://steamcommunity.com/profiles/76561199439425329/,织绒,,3,,,
https://steamcommunity.com/profiles/76561198285590663/,竿神,,,,,
https://steamcommunity.com/profiles/76561198819369933/,Rene,China,31,16,163,12
https://steamcommunity.com/profiles/76561199155824846/,Zayn,,3,2,13,
https://steamcommunity.com/profiles/76561198807695818/,Odyssues,,7,7,88,
https://steamcommunity.com/profiles/76561199012808957/,Peter,,8,,,
https://steamcommunity.com/profiles/76561199106779520/,一剑倾城,,3,,,
https://steamcommunity.com/profiles/76561199379883015/,GURA,,4,4,16,
https://steamcommunity.com/profiles/76561198812449343/,我把熊找到了,,,,,
https://steamcommunity.com/profiles/76561198842063279/,Akubi想要平静的生活,,41,28,177,
https://steamcommunity.com/profiles/76561199404755595/,狗熊岭咸猪手吉吉国王,,,,,
https://steamcommunity.com/profiles/76561198894648267/,原神高手,"Beloye, Adygeya, Republic of, Russian Federation",23,17,301,
https://steamcommunity.com/profiles/76561199047559810/,雾羿,,4,3,21,
https://steamcommunity.com/profiles/76561198166160703/,剑莱姆,,,,,
https://steamcommunity.com/profiles/76561199507210044/,雨烬,,3,2,64,
https://steamcommunity.com/profiles/76561198281372514/,Cyrsou1zZ,"Guangzhou, Guangdong, China",10,,,
https://steamcommunity.com/profiles/76561198200695978/,ぼっち,,74,52,209,52
https://steamcommunity.com/profiles/76561199023588070/,梦回左岸,,,,,
https://steamcommunity.com/id/messager0207/,木羽呐,China,13,,,
https://steamcommunity.com/profiles/76561198983892811/,Maitreya,,27,19,520,29
https://steamcommunity.com/profiles/76561198962989916/,Refrain,,6,,,
https://steamcommunity.com/profiles/76561198995301936/,平平无奇,China,10,7,107,
https://steamcommunity.com/profiles/76561199405544472/,牢孩,,3,4,10,
https://steamcommunity.com/profiles/76561198323399241/,嗝GE,,8,4,85,
https://steamcommunity.com/profiles/76561199326384566/,ALIENATION,,3,,,
https://steamcommunity.com/profiles/76561199041138197/,嗨，我是颠佬,,12,13,56,
https://steamcommunity.com/profiles/76561199059022843/,Exploring  the  universe,,5,5,38,
https://steamcommunity.com/profiles/76561198383576893/,Phantasm,China,13,13,44,
https://steamcommunity.com/profiles/76561198149554690/,香菜凉拌折耳根,,19,14,224,
https://steamcommunity.com/profiles/76561198355566687/,luka,China,13,9,111,
https://steamcommunity.com/profiles/76561199019870361/,Lunam_AquilaE,"Peking, Beijing, China",18,20,162,1
https://steamcommunity.com/id/1344191612/,Сибирский волк,"Jiaxing, Zhejiang, China",16,11,106,
https://steamcommunity.com/profiles/76561199485501054/,想当狙神,China,3,4,18,
https://steamcommunity.com/profiles/76561198150382225/,桦川,,,,,
https://steamcommunity.com/profiles/76561198971406922/,六花YYDS,"Wuxi, Jiangsu, China",21,27,177,27
https://steamcommunity.com/profiles/76561199503828937/,佬，菜，带，勿踢,,3,3,31,
https://steamcommunity.com/id/951001117/,大大滴呦西,China,34,11,71,6
https://steamcommunity.com/profiles/76561199325137530/,望hhh,,10,7,21,
https://steamcommunity.com/profiles/76561199375554303/,梦殇,,8,5,80,
https://steamcommunity.com/profiles/76561198240011120/,Kingdom Cum,,89,,,3
https://steamcommunity.com/id/zilapa/,zirasola,,58,117,242,6
https://steamcommunity.com/profiles/76561198148432290/,TAKA,,11,,,
https://steamcommunity.com/profiles/76561199296351010/,LS__xx,China,8,8,13,
https://steamcommunity.com/id/ARSLEC114514/,Oblivionis,"Peking, Beijing, China",30,18,196,
https://steamcommunity.com/profiles/76561199033038478/,大大大西瓜,"Shanghai, Shanghai, China",3,2,7,
https://steamcommunity.com/profiles/76561198283997594/,東方龍燁,China,33,34,209,25
https://steamcommunity.com/profiles/76561199387471336/,夏娜,,8,8,99,
https://steamcommunity.com/profiles/76561198401045745/,1551,,,,,
https://steamcommunity.com/id/stone1219/,Stone,,13,,,
https://steamcommunity.com/profiles/76561198819889498/,Free|自由,China,13,17,67,
https://steamcommunity.com/profiles/76561198299960016/,真没钱了,,8,6,27,
https://steamcommunity.com/id/lipidian/,RedQuiet,,23,22,170,3
https://steamcommunity.com/profiles/76561198154674644/,吾乃小明君,,15,13,532,
https://steamcommunity.com/profiles/76561199178482042/,YOtsuki,,42,39,73,73
https://steamcommunity.com/profiles/76561199022740360/,Slone,China,4,4,8,
https://steamcommunity.com/profiles/76561199240028662/,三战落榜美术生,,6,7,25,
https://steamcommunity.com/profiles/76561198441611652/,不将就Marco,"Harbin, Heilongjiang, China",13,5,73,2
https://steamcommunity.com/profiles/76561198385627055/,Suo_X,China,30,30,60,60
https://steamcommunity.com/profiles/76561198193070271/,Harold,"Goleta, California, United States",13,10,287,
https://steamcommunity.com/profiles/76561199188523175/,olovirta,China,7,7,59,
https://steamcommunity.com/profiles/76561199013094639/,byfmark,,6,6,37,
https://steamcommunity.com/profiles/76561199414677406/,老人是真实存在的,"Korea, Democratic People's Republic of",20,6,81,
https://steamcommunity.com/profiles/76561199044233405/,譯,China,67,77,269,269
https://steamcommunity.com/profiles/76561199180568660/,しまむら,,15,13,142,
https://steamcommunity.com/id/momijizuuuuuu/,作戦・逃げ——16着,,68,55,424,8
https://steamcommunity.com/profiles/76561199475674856/,𝓔𝓓𝓦𝓐𝓡𝓓𝓖𝓗,,,,,
https://steamcommunity.com/profiles/76561198359489454/,mm520ggbang,"Anhui, China",6,,,
https://steamcommunity.com/profiles/76561199246825093/,折扇,,2,2,12,
https://steamcommunity.com/profiles/76561198287550920/,Elanorii,,8,,,
https://steamcommunity.com/profiles/76561198338886224/,卡壳,,10,,,
https://steamcommunity.com/profiles/76561198153536043/,邱邱准准,,10,5,127,
https://steamcommunity.com/profiles/76561199160312594/,睡到人间煮饭时,"Beijing, China",17,21,166,
https://steamcommunity.com/profiles/76561198404021189/,猫不薏,,11,8,101,
https://steamcommunity.com/profiles/76561199074308266/,小小智慧树,,6,5,25,
https://steamcommunity.com/profiles/76561198868134469/,臭弟弟,"Hubei, China",6,6,89,
https://steamcommunity.com/profiles/76561199220861098/,FireFly,China,18,20,120,
https://steamcommunity.com/profiles/76561198846105001/,褐色宝利,"Xiangxiang, Hunan, China",40,52,329,21
https://steamcommunity.com/profiles/76561198843808167/,繁星游子,,6,3,51,
https://steamcommunity.com/profiles/76561198062358761/,Mr_X,,7,,,
https://steamcommunity.com/profiles/76561199092824283/,怪事出现了,,6,7,40,
https://steamcommunity.com/id/734254835/,KiKi,"Guangzhou, Guangdong, China",21,24,82,
https://steamcommunity.com/profiles/76561198289771392/,-Ryo-,,34,20,184,4
https://steamcommunity.com/profiles/76561198975538995/,BobbyLoad,,,,,
https://steamcommunity.com/profiles/76561199187773846/,鸠魁,Hong Kong,12,12,66,
https://steamcommunity.com/profiles/76561198388411575/,浪子磊三少,China,15,17,74,
https://steamcommunity.com/profiles/76561198879035562/,旱獭邮箱,"Sichuan, China",8,6,24,
https://steamcommunity.com/profiles/76561198433951075/,Arabidopsis,"California, United States",11,,,
https://steamcommunity.com/profiles/76561199446632486/,佐薙圣,"Tianjin, Tianjin, China",5,4,51,
https://steamcommunity.com/profiles/76561198848896638/,脑子不好用的天才,"Baoding, Hebei, China",13,14,106,12
https://steamcommunity.com/profiles/76561198976752651/,Akita,,26,10,120,
https://steamcommunity.com/profiles/76561199197564643/,Mirui,,56,68,236,32
https://steamcommunity.com/id/megumi_katou/,加藤 恵,China,17,8,90,
https://steamcommunity.com/profiles/76561199160576304/,特立独行的MrZhang,"Shanxi, China",4,,,
https://steamcommunity.com/profiles/76561198091968656/,元宝,"Shenyang, Liaoning, China",12,5,106,36%
https://steamcommunity.com/profiles/76561199080676578/,江念,,5,4,24,
https://steamcommunity.com/profiles/76561199077606828/,莲伊,"Shenzhen, Guangdong, China",4,4,4,
https://steamcommunity.com/profiles/76561198994661157/,Lonely_poppy,,4,3,20,
https://steamcommunity.com/profiles/76561199541465545/,栗悟饭与龟波功,,2,3,14,
https://steamcommunity.com/profiles/76561199065330079/,SundayLei,,16,18,52,5
https://steamcommunity.com/id/Painforged/,Painforged,"Nanjing, Jiangsu, China",11,,,
https://steamcommunity.com/profiles/76561198407459259/,SUPERDINO,,9,6,120,
https://steamcommunity.com/profiles/76561198930139644/,⚡W.N_TaK1NA⚡,"New York, United States",20,17,105,
https://steamcommunity.com/id/konohaoqida/,号奇Hao_qi,,20,8,233,3
https://steamcommunity.com/profiles/76561199192751242/,cheems,,35,29,289,289
https://steamcommunity.com/profiles/76561199351282515/,白七,"Heze, Shandong, China",3,,,
https://steamcommunity.com/profiles/76561198397840891/,明苏,,9,8,104,
https://steamcommunity.com/profiles/76561199380064001/,格兰球,,6,4,147,
https://steamcommunity.com/id/bogongqiangu/,沙洛特绍,"Phnum Penh, Phnum Penh, Cambodia",93,125,512,32
https://steamcommunity.com/profiles/76561199382963727/,屑宇的奇妙冒险,,15,18,210,
https://steamcommunity.com/profiles/76561198407915019/,翻斗花园陈桂林,"Chongqing, Chongqing, China",14,13,168,
https://steamcommunity.com/id/elisachen_0/,Nian'Gao,China,27,26,170,170
https://steamcommunity.com/profiles/76561199271217192/,概率丸山彩,,5,5,10,
https://steamcommunity.com/id/Fiorest/,Fiorest,,11,11,31,
https://steamcommunity.com/profiles/76561198840091470/,J.Q.K.,,95,62,"1,314",20
https://steamcommunity.com/id/akiyamamizukilove/,麦麦,United States,116,46,207,
https://steamcommunity.com/profiles/76561198855713931/,晚珹,"Hangzhou, Zhejiang, China",9,9,80,
https://steamcommunity.com/profiles/76561198199175423/,Travers,China,9,7,43,
https://steamcommunity.com/profiles/76561198354664270/,白粥,China,10,7,60,
https://steamcommunity.com/profiles/76561199545246621/,LLL,"Longyan, Fujian, China",13,7,45,
https://steamcommunity.com/profiles/76561198355784885/,玄黄大天尊,,18,9,78,
https://steamcommunity.com/id/2824641242/,冷静一下,,,,,
https://steamcommunity.com/profiles/76561199051967186/,霜月惊梦,China,23,28,66,
https://steamcommunity.com/profiles/76561198449299054/,英妮使者,"Guangdong, China",41,22,186,1
https://steamcommunity.com/profiles/76561198812838569/,吴承恩,,26,28,103,
https://steamcommunity.com/profiles/76561199185168508/,Wofiporia,,,,,
https://steamcommunity.com/id/juvenile_nyx/,Lousy Interpreter,"Chengdu, Sichuan, China",52,74,313,10
https://steamcommunity.com/profiles/76561199031411266/,柿子之争素来如此,China,5,3,39,
https://steamcommunity.com/profiles/76561198832311852/,吟猱,"Shandong, China",40,26,216,8
https://steamcommunity.com/profiles/76561199029966353/,吾之五月,,8,7,74,
https://steamcommunity.com/profiles/76561199365647327/,偏铝酸钠,,5,4,51,
https://steamcommunity.com/profiles/76561198068827293/,Canaan,,10,,,
https://steamcommunity.com/profiles/76561198069573609/,钟烟花,"Shanghai, Shanghai, China",23,12,125,1
https://steamcommunity.com/profiles/76561199282903030/,只有我在遗憾吧,"Zhejiang, China",46,9,42,
https://steamcommunity.com/profiles/76561199380757751/,无敌射京高手,,5,4,74,
https://steamcommunity.com/profiles/76561198994691394/,标的物,,39,69,201,98
https://steamcommunity.com/profiles/76561199125040201/,wockypio.,,4,3,32,
https://steamcommunity.com/profiles/76561198429173554/,灬秋丿殇,,5,3,22,
https://steamcommunity.com/profiles/76561198202357349/,吃冰棍,"Providence, Rhode Island, United States",120,194,437,6
https://steamcommunity.com/profiles/76561199671679085/,龙右,,3,2,27,
https://steamcommunity.com/profiles/76561199034689192/,扣扣酱,Argentina,5,5,16,
https://steamcommunity.com/profiles/76561199519835928/,cimmer,China,3,,,
https://steamcommunity.com/id/2005120620051206/,浪漫主义狮人,"Wuxi, Jiangsu, China",20,13,75,
https://steamcommunity.com/profiles/76561199183957573/,Doki,China,20,13,46,8
https://steamcommunity.com/profiles/76561198353047540/,AS Val,China,11,8,78,
https://steamcommunity.com/profiles/76561198228886480/,Ciel,"Jiaxing, Zhejiang, China",8,4,34,
https://steamcommunity.com/profiles/76561198074016053/,hekeeee,,16,,,
https://steamcommunity.com/profiles/76561199515067420/,シエスタ,China,14,14,62,
https://steamcommunity.com/profiles/76561199337598428/,从他不解伊🧸,,31,44,119,16
https://steamcommunity.com/id/CTOS512/,Sam,"Shandong, China",24,41,140,
https://steamcommunity.com/id/flyingwithwings/,FlyingWing,"Anhui, China",10,4,163,
https://steamcommunity.com/profiles/76561198796200598/,Dime,Hong Kong,7,5,24,
https://steamcommunity.com/profiles/76561198165213445/,未明儿,"Dongying, Shandong, China",32,16,140,4
https://steamcommunity.com/profiles/76561198269244224/,LuciferYSJ,"Dalian, Liaoning, China",22,29,119,6
https://steamcommunity.com/profiles/76561199381229907/,Starwalker,United States,6,5,94,
https://steamcommunity.com/profiles/76561198100672513/,TOM7,"Chengdu, Sichuan, China",10,4,122,
https://steamcommunity.com/profiles/76561198371217793/,JIAJIABOLUGEN,"Anchorage, Alaska, United States",8,5,145,
https://steamcommunity.com/id/pufooo/,pu,,10,5,163,
https://steamcommunity.com/profiles/76561198401016209/,114514,"Fuzhou, Fujian, China",20,22,106,
https://steamcommunity.com/profiles/76561198843233893/,惡毅,"Ningbo, Zhejiang, China",34,28,221,
https://steamcommunity.com/profiles/76561199158035797/,Newbie,,7,5,86,
https://steamcommunity.com/id/Klinola/,Klinola,,17,,,
https://steamcommunity.com/profiles/76561198861246690/,is.xing,China,15,10,31,
https://steamcommunity.com/profiles/76561198097860212/,MOCEI1998,"Wuhan, Hubei, China",16,15,92,
https://steamcommunity.com/profiles/76561199096695909/,Lxx、默笙,,6,,,
https://steamcommunity.com/id/zhzx0124/,Nova_Squ1,"Ningbo, Zhejiang, China",2,3,11,
https://steamcommunity.com/id/sanyue11/,三月,China,44,35,124,
https://steamcommunity.com/profiles/76561199107424220/,F1Asher,,12,9,65,
https://steamcommunity.com/profiles/76561199351782791/,海滩上的狮子,,5,4,80,
https://steamcommunity.com/profiles/76561198247187716/,NekoCookie,China,11,7,58,
https://steamcommunity.com/profiles/76561198812913321/,ooops,,7,4,80,
https://steamcommunity.com/profiles/76561198147933057/,Kocctizly,"Hangzhou, Zhejiang, China",9,,,
https://steamcommunity.com/id/xswlxdmvwo50/,ful,China,6,4,188,
https://steamcommunity.com/profiles/76561198319669794/,羽鸢裁纱,China,40,19,185,
https://steamcommunity.com/profiles/76561199083642935/,Surge 口,China,11,12,25,
https://steamcommunity.com/profiles/76561199187245069/,perkzz,"Kamakura, Kanagawa, Japan",5,5,49,
https://steamcommunity.com/profiles/76561198344944800/,后悔的天堂,Hong Kong,12,11,116,
https://steamcommunity.com/profiles/76561199240445301/,ZJZ真帅,,2,,,
https://steamcommunity.com/profiles/76561198840979064/,由衷,,5,3,15,
https://steamcommunity.com/profiles/76561198849291878/,1286717463,,6,5,67,
https://steamcommunity.com/profiles/76561199701150876/,西 北 老 汉,,2,2,19,
https://steamcommunity.com/profiles/76561198099401944/,Lorkey,,18,15,91,
https://steamcommunity.com/profiles/76561198125140853/,bignice,"Hebei, China",9,,,
https://steamcommunity.com/profiles/76561198882595070/,逸一时-误一世,"Shanghai, Shanghai, China",19,13,533,33
https://steamcommunity.com/profiles/76561199362820234/,wu sir,,37,68,149,64
https://steamcommunity.com/profiles/76561199007481774/,！是女装大佬！awsl,,5,,,
https://steamcommunity.com/profiles/76561198839083335/,致敬传奇耐淹王神山识,,28,19,67,
https://steamcommunity.com/profiles/76561198364174546/,鈴,"Nanjing, Jiangsu, China",7,5,76,
https://steamcommunity.com/id/gdd2018/,黑尼哥·悟龙,China,49,35,87,1
https://steamcommunity.com/id/4371624512386548/,0bslpU1,,25,36,136,13
https://steamcommunity.com/profiles/76561198982248535/,微微微微距,,3,,,
https://steamcommunity.com/profiles/76561198979087995/,过河卒,China,6,4,35,
https://steamcommunity.com/profiles/76561198262984076/,克利咕兰,"Wanxian, Chongqing, China",20,10,172,6
https://steamcommunity.com/profiles/76561198346724721/,劲弩三千,China,8,6,31,
https://steamcommunity.com/id/TheGazettE_Jzc/,The GazettE,"Hangzhou, Zhejiang, China",120,62,878,23
https://steamcommunity.com/profiles/76561199425970295/,自由的曼,,3,4,26,
https://steamcommunity.com/profiles/76561199226216523/,电脑玩家道格,,4,4,21,
https://steamcommunity.com/profiles/76561199196795735/,杰克叉,Christmas Island,22,12,48,
https://steamcommunity.com/profiles/76561198815747138/,PlanB,,7,4,111,
https://steamcommunity.com/profiles/76561198998885199/,叫我略略略,,12,4,62,
https://steamcommunity.com/id/3319911969/,还有糕手？,"Fuling, Chongqing, China",28,17,134,
https://steamcommunity.com/id/WttTaiMi/,Twistzz,"Xian, Shaanxi, China",55,46,68,"152,792"
https://steamcommunity.com/profiles/76561198813649845/,带着蜗牛去流浪,China,37,16,100,26%
https://steamcommunity.com/profiles/76561199212397922/,阮光,,6,7,48,
https://steamcommunity.com/id/904166803hyz/,LILAC,"Chengdu, Sichuan, China",20,17,157,3
https://steamcommunity.com/profiles/76561198974197290/,菊,,,,,
https://steamcommunity.com/profiles/76561199234424604/,因为我很3D,China,3,3,13,
https://steamcommunity.com/profiles/76561198925887732/,太棍侠,China,30,34,112,6
https://steamcommunity.com/profiles/76561199130405517/,2604718463,,4,,,
https://steamcommunity.com/profiles/76561198982430803/,陆陆公主,China,15,9,46,
https://steamcommunity.com/profiles/76561199481952340/,无心,,4,4,29,
https://steamcommunity.com/profiles/76561198983348069/,超星学习通,China,7,5,50,
https://steamcommunity.com/profiles/76561198994494111/,Pluto.,,7,5,89,
https://steamcommunity.com/profiles/76561198104104484/,千万别玩Apex,China,46,16,185,2
https://steamcommunity.com/profiles/76561198413160365/,2424556444,,,,,
https://steamcommunity.com/profiles/76561198103844699/,一只普通的冰布,,11,6,45,
https://steamcommunity.com/id/sunxiaochuan258jp/,σεραφ.iso ≡ω≡,,27,,,
https://steamcommunity.com/profiles/76561198818045713/,真●夜中大王,,9,7,58,
https://steamcommunity.com/profiles/76561198255868200/,Fantasy,,31,21,34,
https://steamcommunity.com/profiles/76561199200168754/,生化算法,,5,5,38,
https://steamcommunity.com/id/updowndota/,UpDownDOTA,,51,78,201,42
https://steamcommunity.com/profiles/76561198391769077/,朵,"Jiangsu, China",9,8,46,
https://steamcommunity.com/id/114514whr/,在下憨憨,China,12,10,24,
https://steamcommunity.com/profiles/76561199273255750/,会不会开枪,,5,6,34,
https://steamcommunity.com/profiles/76561199248918423/,掏心,,4,,,
https://steamcommunity.com/profiles/76561198415194870/,安和昴desu,,15,11,77,
